Date,Time,Site,Unit ID,User ID,F,DO %,DO mg/L,C-uS/cm,SAL-PSU,pH,ORP mV,Chl RFU,PE RFU
11/28/24,11:59:37AM,MiniOcean,,,77,73822.6,5071.99,49600,32.43,8.22,111.2,2.59,2.49
11/28/24,12:14:37PM,MiniOcean,,,77,75005.1,5152.34,49596,32.42,8.23,110.3,2.69,2.11
11/28/24,12:29:37PM,MiniOcean,,,77,75631.3,5197.48,49551,32.4,8.23,111.3,10.25,3.1
11/28/24,12:44:37PM,MiniOcean,,,77,75105.5,5162.4,49519,32.38,8.24,112.1,1.48,3.21
11/28/24,12:59:37PM,MiniOcean,,,77,75028.3,5158.07,49500,32.37,8.24,112.3,1.35,2.35
11/28/24,01:14:37PM,MiniOcean,,,77,73550.9,5058.47,49456,32.35,8.24,114.4,1.61,2.66
11/28/24,01:29:37PM,MiniOcean,,,76.9,71989.7,4953.79,49425,32.35,8.23,116.2,1.2,2.32
11/28/24,01:44:37PM,MiniOcean,,,76.9,69589.8,4789.58,49411,32.35,8.23,119.7,1.36,2.79
11/28/24,01:59:37PM,MiniOcean,,,76.8,67834,4670.96,49370,32.34,8.22,121.7,1.21,1.95
11/28/24,02:14:37PM,MiniOcean,,,76.7,65413,4509.66,49275,32.31,8.22,123.3,1.38,2.28
11/28/24,02:29:37PM,MiniOcean,,,76.7,61005.9,4209.12,49215,32.29,8.21,126.5,0.74,1.32
11/28/24,02:44:37PM,MiniOcean,,,76.6,57753.1,3987.07,49170,32.28,8.2,128.3,0.78,1.44
11/28/24,02:59:37PM,MiniOcean,,,76.5,54279.7,3749.48,49141,32.29,8.19,130.3,0.77,1.17
11/28/24,03:14:37PM,MiniOcean,,,76.5,51282.4,3544.09,49141,32.31,8.18,132,0.71,1.32
11/28/24,03:29:37PM,MiniOcean,,,76.4,46801,3236.06,49120,32.32,8.17,133.8,2.49,1.41
11/28/24,03:44:37PM,MiniOcean,,,76.4,43968.3,3041.23,49097,32.32,8.16,135.5,2.2,1.36
11/28/24,03:59:37PM,MiniOcean,,,76.3,40597.9,2809.33,49082,32.33,8.15,136.3,2.08,1.34
11/28/24,04:14:37PM,MiniOcean,,,76.3,37070.4,2566.02,49056,32.32,8.14,137.3,2.12,1.26
11/28/24,04:29:37PM,MiniOcean,,,76.2,34318.2,2377.01,49038,32.33,8.13,138.8,2.04,1.28
11/28/24,04:44:37PM,MiniOcean,,,76.2,31520.7,2184.56,49015,32.34,8.12,140.1,2.14,1.34
11/28/24,04:59:36PM,MiniOcean,,,76.1,29045.4,2014.05,48993,32.35,8.11,141.9,2.13,1.37
11/28/24,05:14:36PM,MiniOcean,,,76.1,26544.8,1840.55,49000,32.36,8.11,142.4,1.89,1.46
11/28/24,05:29:36PM,MiniOcean,,,76.1,24837.3,1722.29,49006,32.37,8.1,142.3,2,1.36
11/28/24,05:44:36PM,MiniOcean,,,76.1,23357.3,1619.51,49009,32.37,8.09,143.4,1.71,1.33
11/28/24,05:59:36PM,MiniOcean,,,76.1,21287.1,1476.47,49006,32.38,8.09,141.5,1.54,1.43
11/28/24,06:14:36PM,MiniOcean,,,76,20130.5,1396.51,49000,32.39,8.08,143.1,1.44,1.32
11/28/24,06:29:36PM,MiniOcean,,,76,18855,1308.28,48998,32.39,8.08,144.5,1.02,1.09
11/28/24,06:44:36PM,MiniOcean,,,76,17520.4,1215.61,48992,32.39,8.08,145,0.98,1.39
11/28/24,06:59:36PM,MiniOcean,,,76,16459.5,1142.42,48986,32.4,8.07,145.6,0.87,1.26
11/28/24,07:14:36PM,MiniOcean,,,76,12441.5,863.35,49014,32.41,8.06,145.7,0.99,1.62
11/28/24,07:29:36PM,MiniOcean,,,76,9347.5,648.75,49008,32.42,8.05,149.7,0.89,1.51
11/28/24,07:44:36PM,MiniOcean,,,76,5684.5,394.6,48995,32.42,8.04,151.9,0.8,1.01
11/28/24,07:59:36PM,MiniOcean,,,75.9,1803.7,125.25,48975,32.42,8.03,152.9,0.53,1.16
11/28/24,08:14:36PM,MiniOcean,,,75.9,847,58.82,48972,32.42,8.03,152,0.38,1.11
11/28/24,08:29:36PM,MiniOcean,,,75.9,-2189.1,-152.07,48956,32.42,8.02,153,0.76,2.45
11/28/24,08:44:36PM,MiniOcean,,,75.8,-3973.5,-276.11,48936,32.42,8.02,153.8,0.3,1.09
11/28/24,08:59:36PM,MiniOcean,,,75.8,-3578,-248.68,48922,32.41,8.02,153.8,0.78,1.83
11/28/24,09:14:36PM,MiniOcean,,,75.8,-4636.2,-322.37,48900,32.41,8.01,153.8,0.57,1.1
11/28/24,09:29:36PM,MiniOcean,,,75.8,-5468.3,-380.27,48892,32.41,8.01,154,0.86,2.95
11/28/24,09:44:36PM,MiniOcean,,,75.8,-5483.7,-381.37,48895,32.42,8,152.6,0.51,4.54
11/28/24,09:59:35PM,MiniOcean,,,75.7,-5111.2,-355.54,48878,32.42,8.01,150.2,1.39,1.06
11/28/24,10:14:35PM,MiniOcean,,,75.7,-5707.9,-397.13,48870,32.42,8.01,149,0.77,1.38
11/28/24,10:29:35PM,MiniOcean,,,75.7,-6588.5,-458.53,48859,32.42,8,149.5,0.34,1.28
11/28/24,10:44:35PM,MiniOcean,,,75.7,-5562.9,-387.13,48859,32.42,8,149,0.34,1.21
11/28/24,10:59:35PM,MiniOcean,,,75.7,-6869.1,-478.07,48855,32.42,8,145.6,0.57,1.01
11/28/24,11:14:35PM,MiniOcean,,,75.7,-6999,-487.2,48849,32.42,8.01,146.4,0.38,1.36
11/28/24,11:29:35PM,MiniOcean,,,75.7,-7145.8,-497.4,48848,32.42,8,145.6,0.32,0.97
11/28/24,11:44:35PM,MiniOcean,,,75.6,-7188.6,-500.46,48838,32.42,8,145.5,0.37,1.02
11/28/24,11:59:35PM,MiniOcean,,,75.6,-7858.2,-547.14,48835,32.43,8,145.2,1.67,1.3
11/29/24,00:14:35AM,MiniOcean,,,75.6,-7454,-519.07,48830,32.43,8,144.9,0.41,1.52
11/29/24,00:29:35AM,MiniOcean,,,75.6,-8547.5,-595.3,48812,32.42,7.99,142.7,0.51,1.3
11/29/24,00:44:35AM,MiniOcean,,,75.6,-7597.6,-529.16,48816,32.42,7.99,144.4,0.24,1.05
11/29/24,00:59:35AM,MiniOcean,,,75.6,-6727.5,-468.6,48814,32.43,7.99,140.9,0.28,1.23
11/29/24,01:14:35AM,MiniOcean,,,75.6,-7008.4,-488.25,48806,32.43,7.98,143.1,0.6,1.62
11/29/24,01:29:35AM,MiniOcean,,,75.6,-9043.2,-630.04,48808,32.43,7.98,141.4,0.58,1.61
11/29/24,01:44:35AM,MiniOcean,,,75.6,-8118.4,-565.57,48807,32.43,7.99,138,0.39,1.46
11/29/24,01:59:35AM,MiniOcean,,,75.6,-9980.3,-695.36,48805,32.43,7.99,134.6,0.33,1.88
11/29/24,02:14:35AM,MiniOcean,,,75.6,-9308.3,-648.62,48797,32.43,7.99,132.6,0.56,1.5
11/29/24,02:29:35AM,MiniOcean,,,75.5,-8026.1,-559.31,48792,32.43,7.99,134.5,0.34,1.03
11/29/24,02:44:34AM,MiniOcean,,,75.5,-9127.2,-636.08,48785,32.43,7.98,132.7,0.33,1.21
11/29/24,02:59:34AM,MiniOcean,,,75.5,-9142.9,-637.25,48782,32.43,7.98,133.2,0.46,1.07
11/29/24,03:14:34AM,MiniOcean,,,75.5,-8583.2,-598.28,48778,32.43,7.98,133.6,0.63,1.34
11/29/24,03:29:34AM,MiniOcean,,,75.5,-9406.6,-655.62,48780,32.43,7.98,129.7,0.37,1.33
11/29/24,03:44:34AM,MiniOcean,,,75.5,-8668.5,-604.3,48773,32.43,7.98,130.5,0.26,1.92
11/29/24,03:59:34AM,MiniOcean,,,75.5,-9301.3,-648.4,48784,32.44,7.98,131.1,0.29,1.56
11/29/24,04:14:34AM,MiniOcean,,,75.5,-10637,-741.58,48775,32.44,7.98,126.8,0.31,0.79
11/29/24,04:29:34AM,MiniOcean,,,75.5,-10559.1,-736.15,48767,32.43,7.98,126.4,0.42,1.06
11/29/24,04:44:34AM,MiniOcean,,,75.5,-10485.2,-731.09,48765,32.43,7.98,127.3,0.6,1.51
11/29/24,04:59:34AM,MiniOcean,,,75.5,-9400.7,-655.45,48761,32.43,7.98,124.6,0.55,1.02
11/29/24,05:14:34AM,MiniOcean,,,75.3,-8142.1,-568.72,48681,32.45,7.99,127.9,0.58,1.24
11/29/24,05:29:34AM,MiniOcean,,,75.2,-8629.4,-603.53,48608,32.45,7.99,128,0.66,1.14
11/29/24,05:44:34AM,MiniOcean,,,75.1,-9306.5,-651.51,48547,32.44,7.99,124.2,0.29,0.98
11/29/24,05:59:34AM,MiniOcean,,,75,-9460.7,-662.77,48513,32.45,7.99,128.1,0.56,2.66
11/29/24,06:14:34AM,MiniOcean,,,75,-7846.3,-549.47,48524,32.44,8.01,114.5,0.42,1.74
11/29/24,06:29:34AM,MiniOcean,,,75.1,-5810.8,-406.86,48528,32.43,8.01,112.5,0.41,1.86
11/29/24,06:44:34AM,MiniOcean,,,75,-3752.8,-262.81,48540,32.46,8.01,114.9,0.51,1.03
11/29/24,06:59:34AM,MiniOcean,,,75,-1840.9,-128.93,48534,32.45,8.02,116.5,0.5,1.12
11/29/24,07:14:34AM,MiniOcean,,,75,-299.6,-20.98,48526,32.43,8.02,120,0.57,1.31
11/29/24,07:29:34AM,MiniOcean,,,75,976.9,68.44,48518,32.45,8.02,122.8,0.61,1.44
11/29/24,07:44:33AM,MiniOcean,,,75,2715.4,190.22,48523,32.45,8.03,123.8,0.55,1.31
11/29/24,07:59:33AM,MiniOcean,,,75,5194.1,363.84,48519,32.45,8.03,123.7,0.69,1.62
11/29/24,08:14:33AM,MiniOcean,,,75,8864.1,620.82,48530,32.45,8.04,119.7,0.61,1.71
11/29/24,08:29:33AM,MiniOcean,,,75.1,13671.5,957.07,48554,32.45,8.05,119.1,0.69,1.75
11/29/24,08:44:33AM,MiniOcean,,,75.1,18921.8,1324.06,48580,32.45,8.07,120.9,0.97,3.51
11/29/24,08:59:33AM,MiniOcean,,,75.2,25298,1768.18,48647,32.45,8.08,124.6,0.85,3.41
11/29/24,09:14:33AM,MiniOcean,,,75.4,31541,2201.64,48724,32.46,8.1,128,0.61,4.66
11/29/24,09:29:33AM,MiniOcean,,,75.5,38058.3,2653.04,48804,32.46,8.12,133.6,0.73,5.39
11/29/24,09:44:33AM,MiniOcean,,,75.7,44136.3,3071.49,48895,32.46,8.13,138.1,0.71,4.73
11/29/24,09:59:33AM,MiniOcean,,,75.9,50232.9,3489.59,48991,32.45,8.15,143,0.69,5.07
11/29/24,10:14:33AM,MiniOcean,,,76,55557.3,3852.64,49090,32.45,8.17,146.8,1.03,4.94
11/29/24,10:29:33AM,MiniOcean,,,76.2,61039.1,4225.65,49191,32.46,8.18,148.9,1.11,4.53
11/29/24,10:44:33AM,MiniOcean,,,76.4,66070.7,4566.5,49282,32.45,8.2,148.7,1.26,4.71
11/29/24,10:59:33AM,MiniOcean,,,76.5,69847.3,4820.52,49361,32.45,8.21,147.6,1.51,5.07
11/29/24,11:14:33AM,MiniOcean,,,76.7,71812.9,4951.07,49420,32.45,8.22,146.1,1.86,6.39
11/29/24,11:29:33AM,MiniOcean,,,76.7,71741.7,4942.41,49454,32.44,8.22,146.4,2.03,7.55
11/29/24,11:44:33AM,MiniOcean,,,76.8,72551,4996.3,49471,32.44,8.23,137.8,2.16,8.52
11/29/24,11:59:33AM,MiniOcean,,,76.8,72926.4,5021.52,49473,32.43,8.23,135.6,2.57,9.2
11/29/24,12:14:33PM,MiniOcean,,,76.8,74198.2,5107.83,49467,32.42,8.24,135.5,3.08,10.33
11/29/24,12:29:33PM,MiniOcean,,,76.8,75179.4,5176.74,49444,32.41,8.24,137.3,2.99,11.08
11/29/24,12:44:32PM,MiniOcean,,,76.8,75649.6,5210.26,49418,32.39,8.24,138.7,3.19,10.87
11/29/24,12:59:32PM,MiniOcean,,,76.8,75834.4,5223.95,49378,32.36,8.25,140.4,3.86,15.29
11/29/24,01:14:32PM,MiniOcean,,,76.8,75128.7,5177.38,49350,32.36,8.25,141.3,5.45,15.34
11/29/24,01:29:32PM,MiniOcean,,,76.7,74800.2,5155.8,49344,32.36,8.25,142.4,5.98,12.39
11/29/24,01:44:32PM,MiniOcean,,,76.7,72497.9,5000.03,49297,32.35,8.24,144.3,2.79,6.11
11/29/24,01:59:32PM,MiniOcean,,,76.6,70126.4,4839.7,49260,32.35,8.24,146.8,3.48,7.08
11/29/24,02:14:32PM,MiniOcean,,,76.6,67306.8,4646.55,49244,32.35,8.23,148.9,3.04,5.6
11/29/24,02:29:32PM,MiniOcean,,,76.5,64504.6,4455.17,49206,32.34,8.22,151.1,1.96,3.61
11/29/24,02:44:32PM,MiniOcean,,,76.5,61668.3,4261.14,49183,32.34,8.22,153.5,2.05,4.04
11/29/24,02:59:32PM,MiniOcean,,,76.4,58694,4057.17,49152,32.34,8.21,154.4,2.18,4.07
11/29/24,03:14:32PM,MiniOcean,,,76.4,55287.6,3823.83,49120,32.33,8.2,155.6,2.31,4.03
11/29/24,03:29:32PM,MiniOcean,,,76.3,50794.9,3514.68,49099,32.34,8.18,157.5,2.08,4
11/29/24,03:44:32PM,MiniOcean,,,76.3,47776.5,3307.31,49072,32.34,8.17,159,2.3,3.91
11/29/24,03:59:32PM,MiniOcean,,,76.2,43982.5,3046.4,49039,32.34,8.16,161.5,2.14,3.76
11/29/24,04:14:32PM,MiniOcean,,,76.2,40440.7,2802.55,49025,32.35,8.15,163.4,1.94,4.06
11/29/24,04:29:32PM,MiniOcean,,,76.1,37432.6,2595.6,48995,32.35,8.14,164.7,1.46,3.57
11/29/24,04:44:32PM,MiniOcean,,,76,34825.9,2416.18,48982,32.37,8.13,165.1,1.38,3.62
11/29/24,04:59:32PM,MiniOcean,,,76,31534.2,2188.87,48960,32.38,8.13,165.9,1.34,3.54
11/29/24,05:14:32PM,MiniOcean,,,76,29041.4,2015.67,48963,32.38,8.12,166,1.25,3.36
11/29/24,05:29:32PM,MiniOcean,,,76,26913.9,1868.1,48963,32.38,8.11,166.4,1.27,3.89
11/29/24,05:44:31PM,MiniOcean,,,76,25058.1,1739.28,48965,32.38,8.1,166.6,1.21,3.86
11/29/24,05:59:31PM,MiniOcean,,,76,22991.3,1595.8,48966,32.38,8.1,166.8,1.16,3.67
11/29/24,06:14:31PM,MiniOcean,,,75.9,18362.5,1275.09,48956,32.39,8.09,165.2,1.18,3.1
11/29/24,06:29:31PM,MiniOcean,,,75.9,14505.5,1007.74,48929,32.4,8.08,167.6,1.03,5.02
11/29/24,06:44:31PM,MiniOcean,,,75.8,11305.8,786.1,48880,32.39,8.07,169.8,1.18,3.9
11/29/24,06:59:31PM,MiniOcean,,,75.8,8386.7,583.21,48877,32.4,8.07,171.3,1.15,3.26
11/29/24,07:14:31PM,MiniOcean,,,75.8,5053.7,351.41,48875,32.39,8.06,172.2,1.12,3.34
11/29/24,07:29:31PM,MiniOcean,,,75.8,3242.9,225.42,48895,32.39,8.05,169.7,1.61,3.13
11/29/24,07:44:31PM,MiniOcean,,,75.9,1329,92.35,48912,32.39,8.05,171.7,0.83,3.61
11/29/24,07:59:31PM,MiniOcean,,,75.9,881.4,61.22,48936,32.39,8.05,172.7,0.79,3.07
11/29/24,08:14:31PM,MiniOcean,,,75.9,1034,71.83,48935,32.39,8.04,173.6,0.86,4.92
11/29/24,08:29:31PM,MiniOcean,,,75.9,-228.9,-15.9,48948,32.4,8.04,174.2,0.91,6.88
11/29/24,08:44:31PM,MiniOcean,,,75.9,-918,-63.75,48949,32.4,8.04,173.3,1.61,3.47
11/29/24,08:59:31PM,MiniOcean,,,75.9,-1204.4,-83.66,48944,32.4,8.03,172.1,1.1,3.94
11/29/24,09:14:31PM,MiniOcean,,,75.9,-1824.9,-126.76,48950,32.41,8.03,169.2,0.74,3.82
11/29/24,09:29:31PM,MiniOcean,,,75.9,-4612.2,-320.4,48940,32.4,8.03,169.1,3.28,3.1
11/29/24,09:44:31PM,MiniOcean,,,75.9,-4276.7,-297.1,48936,32.4,8.03,169.9,0.73,3.4
11/29/24,09:59:31PM,MiniOcean,,,75.9,-4572,-317.64,48941,32.41,8.03,169.1,0.63,3.38
11/29/24,10:14:31PM,MiniOcean,,,75.9,-4560.3,-316.9,48930,32.41,8.03,168.1,1.39,4.01
11/29/24,10:29:31PM,MiniOcean,,,75.9,-4736.8,-329.17,48927,32.41,8.03,167.9,2.07,5.29
11/29/24,10:44:30PM,MiniOcean,,,75.9,-4834.5,-335.92,48936,32.41,8.02,166.7,1.8,7.5
11/29/24,10:59:30PM,MiniOcean,,,75.8,-5047.8,-350.83,48921,32.41,8.02,164,1.82,4.07
11/29/24,11:14:30PM,MiniOcean,,,75.8,-6004.7,-417.46,48912,32.42,8.03,163.5,1.22,5.42
11/29/24,11:29:30PM,MiniOcean,,,75.8,-5025.3,-349.27,48923,32.41,8.03,160.2,1.01,4.7
11/29/24,11:44:30PM,MiniOcean,,,75.8,-5283.3,-367.25,48913,32.41,8.02,157.1,0.85,4.37
11/29/24,11:59:30PM,MiniOcean,,,75.8,-5253.7,-365.26,48908,32.42,8.02,155.9,1.53,5.67
11/30/24,00:14:30AM,MiniOcean,,,75.8,-6001.3,-417.21,48915,32.42,8.02,155.3,0.83,3.92
11/30/24,00:29:30AM,MiniOcean,,,75.8,-6137.9,-426.75,48903,32.41,8.02,154.1,0.58,4.11
11/30/24,00:44:30AM,MiniOcean,,,75.8,-5462.5,-379.81,48905,32.42,8.02,153.5,0.91,3.49
11/30/24,00:59:30AM,MiniOcean,,,75.8,-6747.9,-469.28,48896,32.42,8.02,153.5,0.88,4.04
11/30/24,01:14:30AM,MiniOcean,,,75.8,-7757.1,-539.52,48893,32.42,8.02,150,0.6,4.53
11/30/24,01:29:30AM,MiniOcean,,,75.8,-6898.8,-479.84,48892,32.42,8.02,147.9,0.83,4.87
11/30/24,01:44:30AM,MiniOcean,,,75.8,-7466.7,-519.3,48896,32.42,8.02,148.4,0.91,4.24
11/30/24,01:59:30AM,MiniOcean,,,75.7,-7319.5,-509.14,48884,32.42,8.02,148.2,0.77,4.23
11/30/24,02:14:30AM,MiniOcean,,,75.7,-8437.5,-587.03,48878,32.42,8.02,147.1,0.62,3.77
11/30/24,02:29:30AM,MiniOcean,,,75.7,-7456.8,-518.82,48869,32.42,8.02,144.5,0.75,4.03
11/30/24,02:44:30AM,MiniOcean,,,75.7,-7740.5,-538.61,48874,32.43,8.01,145.8,0.65,4.05
11/30/24,02:59:30AM,MiniOcean,,,75.7,-6727.5,-468.15,48867,32.42,8.01,146.3,1.67,7.12
11/30/24,03:14:30AM,MiniOcean,,,75.7,-7381.6,-513.64,48862,32.42,8.01,147,0.63,3.8
11/30/24,03:29:30AM,MiniOcean,,,75.7,-8207,-571.18,48859,32.42,8.01,147.1,0.77,3.9
11/30/24,03:44:29AM,MiniOcean,,,75.7,-8182.2,-569.5,48851,32.42,8.01,146.2,0.5,4.21
11/30/24,03:59:29AM,MiniOcean,,,75.7,-7994.4,-556.51,48851,32.43,8.01,148.2,0.73,4.05
11/30/24,04:14:29AM,MiniOcean,,,75.6,-10902,-759.09,48835,32.43,8.01,146.9,0.68,4.56
11/30/24,04:29:29AM,MiniOcean,,,75.6,-8140.8,-566.79,48843,32.43,8.01,144.2,0.58,4.39
11/30/24,04:44:29AM,MiniOcean,,,75.6,-9123.6,-635.37,48826,32.43,8.01,147.7,0.72,6.2
11/30/24,04:59:29AM,MiniOcean,,,75.6,-8432.3,-587.2,48832,32.43,8.01,148,0.77,5.33
11/30/24,05:14:29AM,MiniOcean,,,75.5,-7683.4,-535.69,48771,32.44,8.01,132.3,0.65,4.27
11/30/24,05:29:29AM,MiniOcean,,,75.3,-7904.5,-551.96,48686,32.44,8.01,127.5,0.64,4.57
11/30/24,05:44:29AM,MiniOcean,,,75.2,-7296.3,-509.99,48640,32.45,8.01,134.1,0.72,4.39
11/30/24,05:59:29AM,MiniOcean,,,75.1,-7549.1,-528.06,48596,32.44,8.01,125.5,1.11,4.63
11/30/24,06:14:29AM,MiniOcean,,,75.3,-6372.3,-445.3,48638,32.43,8.01,120.3,0.87,6.04
11/30/24,06:29:29AM,MiniOcean,,,75.3,-4355,-304.3,48644,32.43,8.01,120.6,0.78,4.01
11/30/24,06:44:29AM,MiniOcean,,,75.3,-2180.1,-152.31,48652,32.43,8.02,123.7,1.04,4.77
11/30/24,06:59:29AM,MiniOcean,,,75.2,-217.1,-15.17,48649,32.44,8.02,127.9,1.28,5.21
11/30/24,07:14:29AM,MiniOcean,,,75.2,1583,110.63,48638,32.44,8.03,131.8,1.12,5.61
11/30/24,07:29:29AM,MiniOcean,,,75.2,3057.8,213.72,48633,32.44,8.03,134.8,1.31,5.02
11/30/24,07:44:29AM,MiniOcean,,,75.2,3960.2,276.85,48619,32.44,8.03,136.7,1.42,5.41
11/30/24,07:59:29AM,MiniOcean,,,75.2,6163.1,430.9,48618,32.44,8.03,138.8,1.62,5.24
11/30/24,08:14:29AM,MiniOcean,,,75.2,10829.5,756.9,48631,32.43,8.04,140,1.57,7.12
11/30/24,08:29:28AM,MiniOcean,,,75.3,16850.3,1176.79,48677,32.44,8.06,142.1,1.7,5.44
11/30/24,08:44:28AM,MiniOcean,,,75.4,22704.6,1584.45,48724,32.44,8.07,144.2,1.71,5.4
11/30/24,08:59:28AM,MiniOcean,,,75.5,28827.9,2009.34,48794,32.44,8.09,145.1,1.86,5.78
11/30/24,09:14:28AM,MiniOcean,,,75.7,35469.5,2468.56,48862,32.43,8.11,148,1.62,5.99
11/30/24,09:29:28AM,MiniOcean,,,75.8,41255.8,2867.68,48947,32.44,8.12,150.5,1.77,6.84
11/30/24,09:44:28AM,MiniOcean,,,76,46728.9,3242.71,49034,32.44,8.14,151.2,1.86,7.03
11/30/24,09:59:28AM,MiniOcean,,,76.2,52282.9,3621.73,49138,32.44,8.16,152.3,2.08,8.01
11/30/24,10:14:28AM,MiniOcean,,,76.3,57418.5,3971.33,49226,32.44,8.17,151.5,2.19,7.5
11/30/24,10:29:28AM,MiniOcean,,,76.5,61481.9,4245.59,49313,32.43,8.18,151.2,2.49,9.16
11/30/24,10:44:28AM,MiniOcean,,,76.6,66126.5,4559.79,49396,32.44,8.2,150.3,2.79,9.55
11/30/24,10:59:28AM,MiniOcean,,,76.8,69807.7,4806.08,49475,32.43,8.21,149,2.94,11.62
11/30/24,11:14:28AM,MiniOcean,,,76.9,72265.6,4970.98,49527,32.43,8.22,150,3.47,13.36
11/30/24,11:29:28AM,MiniOcean,,,77,72856,5007.96,49558,32.42,8.23,149.9,3.97,18.15
11/30/24,11:44:28AM,MiniOcean,,,77,74162.4,5095.74,49569,32.41,8.23,148.7,4.6,18.12
11/30/24,11:59:28AM,MiniOcean,,,77.1,75485.8,5185.23,49576,32.4,8.24,149.2,4.76,20.16
11/30/24,12:14:28PM,MiniOcean,,,77.1,76804.6,5276.14,49559,32.39,8.25,150.2,5.34,23.15
11/30/24,12:29:28PM,MiniOcean,,,77.1,77745.4,5341.47,49515,32.35,8.25,150.8,6.54,25.59
11/30/24,12:44:28PM,MiniOcean,,,77,77573.4,5331.69,49480,32.34,8.25,150.9,6.63,28.39
11/30/24,12:59:28PM,MiniOcean,,,77,76635.1,5269.03,49471,32.35,8.25,152.1,7.22,25.18
11/30/24,01:14:28PM,MiniOcean,,,77,75508.2,5194.19,49420,32.33,8.25,153.3,3.94,12.35
11/30/24,01:29:27PM,MiniOcean,,,76.9,73418.9,5051.9,49385,32.31,8.25,156.2,4.6,14.74
11/30/24,01:44:27PM,MiniOcean,,,76.9,71323.6,4908.84,49365,32.3,8.24,158.6,5.91,15.41
11/30/24,01:59:27PM,MiniOcean,,,76.8,68272.4,4702.54,49309,32.29,8.23,161.6,5.53,16.16
11/30/24,02:14:27PM,MiniOcean,,,76.8,65577.2,4519.6,49257,32.28,8.23,162.6,6.04,18.12
11/30/24,02:29:27PM,MiniOcean,,,76.7,62878,4338.2,49202,32.28,8.22,164.5,6.43,19.32
11/30/24,02:44:27PM,MiniOcean,,,76.6,58808.7,4060.64,49137,32.26,8.21,167.1,6.43,20.02
11/30/24,02:59:27PM,MiniOcean,,,76.5,55873.9,3861.77,49093,32.27,8.2,167.6,5.69,16.36
11/30/24,03:14:27PM,MiniOcean,,,76.4,52043.1,3599.52,49054,32.27,8.19,169.4,5.52,16.99
11/30/24,03:29:27PM,MiniOcean,,,76.4,48909.4,3384.2,49063,32.3,8.18,170.7,5.67,17.67
11/30/24,03:44:27PM,MiniOcean,,,76.3,45468.5,3147.59,49030,32.3,8.17,171.6,5.5,17.28
11/30/24,03:59:27PM,MiniOcean,,,76.3,41629.7,2883.3,49007,32.3,8.16,171.1,5.55,17.54
11/30/24,04:14:27PM,MiniOcean,,,76.2,38500.2,2668.08,48985,32.31,8.15,171.7,6.13,17.48
11/30/24,04:29:27PM,MiniOcean,,,76.2,35489.2,2460.14,48969,32.31,8.14,171,5.17,15.52
11/30/24,04:44:27PM,MiniOcean,,,76.2,32932.8,2283,48965,32.31,8.13,171.5,5.26,16.77
11/30/24,04:59:27PM,MiniOcean,,,76.1,30482.6,2113.39,48965,32.32,8.12,172,4.96,15.08
11/30/24,05:14:27PM,MiniOcean,,,76.2,28424.1,1969.7,48991,32.32,8.12,171.3,4.41,14.55
11/30/24,05:29:27PM,MiniOcean,,,76.2,26256.3,1819.32,49007,32.32,8.11,171.7,3.96,14.9
11/30/24,05:44:27PM,MiniOcean,,,76.2,24502.8,1697.68,49017,32.33,8.1,170.1,3.67,14.33
11/30/24,05:59:27PM,MiniOcean,,,76.2,22948.1,1589.98,49022,32.34,8.1,169.6,3.36,13.09
11/30/24,06:14:27PM,MiniOcean,,,76.2,21248.9,1472.3,49021,32.34,8.09,170.3,3.12,13.57
11/30/24,06:29:26PM,MiniOcean,,,76.2,20296.4,1406.53,49027,32.35,8.09,171.2,2.92,13.95
11/30/24,06:44:26PM,MiniOcean,,,76.2,18996.7,1316.24,49029,32.35,8.09,171.5,2.79,12.86
11/30/24,06:59:26PM,MiniOcean,,,76.1,17996.7,1247.4,49019,32.36,8.08,172.8,2.61,13.72
11/30/24,07:14:26PM,MiniOcean,,,76.2,17008,1178.3,49040,32.35,8.08,174,2.49,13.68
11/30/24,07:29:26PM,MiniOcean,,,76.2,16181.7,1120.75,49063,32.36,8.08,173.1,2.39,13.41
11/30/24,07:44:26PM,MiniOcean,,,76.2,14749.2,1021.49,49075,32.37,8.07,174.3,2.43,11.74
11/30/24,07:59:26PM,MiniOcean,,,76.2,11099.9,769.02,49055,32.37,8.06,178.2,2.34,12.34
11/30/24,08:14:26PM,MiniOcean,,,76.1,6641.4,460.39,49026,32.37,8.06,176,2.75,12
11/30/24,08:29:26PM,MiniOcean,,,76.1,4117,285.51,48984,32.35,8.05,175,2.46,12.88
11/30/24,08:44:26PM,MiniOcean,,,76.1,2175.8,150.94,48989,32.37,8.05,143.2,2.48,12.5
11/30/24,08:59:26PM,MiniOcean,,,76,637.1,44.22,48962,32.37,8.04,150,2.57,12.92
11/30/24,09:14:26PM,MiniOcean,,,76,-1812.3,-125.81,48955,32.37,8.04,154.7,2.91,13.5
11/30/24,09:29:26PM,MiniOcean,,,76,-880.1,-61.11,48943,32.38,8.04,150.4,2.84,12.18
11/30/24,09:44:26PM,MiniOcean,,,75.9,-2275.1,-158.02,48922,32.38,8.03,156.4,2.41,11.02
11/30/24,09:59:26PM,MiniOcean,,,75.9,-2447.5,-170.04,48918,32.38,8.03,162.9,2.98,10.99
11/30/24,10:14:26PM,MiniOcean,,,75.9,-3859.3,-268.16,48910,32.38,8.04,165.9,2.48,11.29
